Drug A,Drug B,Drug A Inchikey,Drug B Inchikey,Drug Pair
cefepime,teicoplanin,HVFLCNVBZFFHBT-ZKDACBOMSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'HVFLCNVBZFFHBT-ZKDACBOMSA-N')"
teicoplanin,trimethoprim,BJNLLBUOHPVGFT-CAYRISATSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
cefuroxime,teicoplanin,JFPVXVDWJQMJEE-IZRZKJBUSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'JFPVXVDWJQMJEE-IZRZKJBUSA-N')"
teicoplanin,rifampicin,BJNLLBUOHPVGFT-CAYRISATSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clindamycin,teicoplanin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
procaine,teicoplanin,MFDFERRIHVXMIY-UHFFFAOYSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
azithromycin,teicoplanin,MQTOSJVFKKJCRP-BICOPXKESA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
ciprofloxacin,teicoplanin,MYSWGUAQZAJSOK-UHFFFAOYSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
mitomycin c,teicoplanin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
nitrofurantoin,teicoplanin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
lincomycin,teicoplanin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
streptomycin,teicoplanin,UCSJYZPVAKXKNQ-HZYVHMACSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
cccp,teicoplanin,UGTJLJZQQFGTJD-UHFFFAOYSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
erythromycin,teicoplanin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
spectinomycin,teicoplanin,UNFWWIHTNXNPBV-WXKVUWSESA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
oritavancin,teicoplanin,VHFGEBVPHAGQPI-LXKZPTCJSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'VHFGEBVPHAGQPI-LXKZPTCJSA-N')"
benzalkonium,teicoplanin,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,teicoplanin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
egcg,teicoplanin,WMBWREPUVVBILR-WIYYLYMNSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
teicoplanin,triclosan,BJNLLBUOHPVGFT-CAYRISATSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'XEFQLINVKFYRCS-UHFFFAOYSA-N')"
novobiocin,teicoplanin,YJQPYGGHQPGBLI-KGSXXDOSSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,teicoplanin,YMDXZJFXQJVXBF-STHAYSLISA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
streptozotocin,teicoplanin,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
imipenem,teicoplanin,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
acetylsalicylic acid,gentamicin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'CEAZRRDELHUEMR-UHFFFAOYSA-N')"
acetylsalicylic acid,bacitracin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CLKOFPXJLQSYAH-ABRJDSQDSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'CLKOFPXJLQSYAH-ABRJDSQDSA-N')"
acetylsalicylic acid,daptomycin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,DOAKLVKFURWEDJ-QCMAZARJSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'DOAKLVKFURWEDJ-QCMAZARJSA-N')"
cycloserine d,acetylsalisylic acid,DYDCUQKUCUHJBH-UWTATZPHSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'DYDCUQKUCUHJBH-UWTATZPHSA-N')"
acetylsalicylic acid,moxifloxacin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'FABPRXSRWADJSP-MEDUHNTESA-N')"
acetylsalicylic acid,methotrexate,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,FBOZXECLQNJBKD-ZDUSSCGKSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'FBOZXECLQNJBKD-ZDUSSCGKSA-N')"
acetylsalicylic acid,cefotaxime,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
levofloxacin,acetylsalisylic acid,GSDSWSVVBLHKDQ-JTQLQIEISA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')"
acetylsalicylic acid,ibuprofen,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,HEFNNWSXXWATRW-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'HEFNNWSXXWATRW-UHFFFAOYSA-N')"
acetylsalicylic acid,cefepime,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,HVFLCNVBZFFHBT-ZKDACBOMSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'HVFLCNVBZFFHBT-ZKDACBOMSA-N')"
trimethoprim,acetylsalisylic acid,IEDVJHCEMCRBQM-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
acetylsalicylic acid,cefuroxime,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,JFPVXVDWJQMJEE-IZRZKJBUSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'JFPVXVDWJQMJEE-IZRZKJBUSA-N')"
rifampicin,acetylsalisylic acid,JQXXHWHPUNPDRT-WLSIYKJHSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
acetylsalicylic acid,clindamycin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,KDLRVYVGXIQJDK-AWPVFWJPSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
acetylsalicylic acid,telithromycin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'LJVAJPDWBABPEJ-PNUFFHFMSA-N')"
amikacin,acetylsalisylic acid,LKCWBDHBTVXHDL-RMDFUYIESA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
acetylsalicylic acid,amoxicillin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
a22,acetylsalisylic acid,LZTCFLDZLBOLDW-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
procaine,acetylsalisylic acid,MFDFERRIHVXMIY-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
acetylsalicylic acid,pseudomonic acid,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
acetylsalicylic acid,azithromycin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
ciprofloxacin,acetylsalisylic acid,MYSWGUAQZAJSOK-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
tobramycin,acetylsalisylic acid,NLVFBUXFDBBNBW-PBSUHMDJSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
nitrofurantoin,acetylsalisylic acid,NXFQHRVNIOXGAQ-YCRREMRBSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
acetylsalicylic acid,lincomycin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
bleomycin,acetylsalisylic acid,OYVAGSVQBOHSSS-WXFSZRTFSA-O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
acetylsalicylic acid,hexestrol,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,PBBGSZCBWVPOOL-HDICACEKSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'PBBGSZCBWVPOOL-HDICACEKSA-N')"
puromycin,acetylsalisylic acid,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
caffeine,acetylsalisylic acid,RYYVLZVUVIJVGH-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
cefsulodin,acetylsalisylic acid,SYLKGLMBLAAGSC-QLVMHMETSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
acetylsalicylic acid,linezolid,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
acetylsalicylic acid,cccp,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
acetylsalicylic acid,erythromycin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
acetylsalicylic acid,oxacillin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
acetylsalicylic acid,estradiol,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,VOXZDWNPVJITMN-ZBRFXRBCSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'VOXZDWNPVJITMN-ZBRFXRBCSA-N')"
acetylsalicylic acid,benzalkonium,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
acetylsalicylic acid,benzbromarone,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,WHQCHUCQKNIQEC-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'WHQCHUCQKNIQEC-UHFFFAOYSA-N')"
acetylsalicylic acid,chloramphenicol,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
egcg,acetylsalisylic acid,WMBWREPUVVBILR-WIYYLYMNSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
aztreonam,acetylsalisylic acid,WZPBZJONDBGPKJ-VEHQQRBSSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
acetylsalicylic acid,tedizolid,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
acetylsalicylic acid,tolfenamic,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
novobiocin,acetylsalisylic acid,YJQPYGGHQPGBLI-KGSXXDOSSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
acetylsalicylic acid,fosfomycin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
pyocyanin,acetylsalisylic acid,YNCMLFHHXWETLD-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
acetylsalicylic acid,cephalexin,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
mecillinam,gentamicin,BWWVAEOLVKTZFQ-NTZNESFSSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'CEAZRRDELHUEMR-UHFFFAOYSA-N')"
bacitracin,mecillinam,CLKOFPXJLQSYAH-ABRJDSQDSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'CLKOFPXJLQSYAH-ABRJDSQDSA-N')"
mecillinam,meropenem,BWWVAEOLVKTZFQ-NTZNESFSSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'DMJNNHOOLUXYBV-PQTSNVLCSA-N')"
cycloserine d,mecillinam,DYDCUQKUCUHJBH-UWTATZPHSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'DYDCUQKUCUHJBH-UWTATZPHSA-N')"
mecillinam,chlorhexidine,BWWVAEOLVKTZFQ-NTZNESFSSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
cefotaxime,mecillinam,GPRBEKHLDVQUJE-QSWIMTSFSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
fusidic acid,mecillinam,IECPWNUMDGFDKC-MZJAQBGESA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
trimethoprim,mecillinam,IEDVJHCEMCRBQM-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
piperacillin,mecillinam,IVBHGBMCVLDMKU-GXNBUGAJSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
mecillinam,penicillin g,BWWVAEOLVKTZFQ-NTZNESFSSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
mecillinam,rifampicin,BWWVAEOLVKTZFQ-NTZNESFSSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
amikacin,mecillinam,LKCWBDHBTVXHDL-RMDFUYIESA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amoxicillin,mecillinam,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
mecillinam,a22,BWWVAEOLVKTZFQ-NTZNESFSSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
procaine,mecillinam,MFDFERRIHVXMIY-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
mecillinam,azithromycin,BWWVAEOLVKTZFQ-NTZNESFSSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
vanillin,mecillinam,MWOOGOJBHIARFG-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
mecillinam,mitomycin c,BWWVAEOLVKTZFQ-NTZNESFSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
nitrofurantoin,mecillinam,NXFQHRVNIOXGAQ-YCRREMRBSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
mecillinam,bleomycin,BWWVAEOLVKTZFQ-NTZNESFSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
cefaclor,mecillinam,QYIYFLOTGYLRGG-GPCCPHFNSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
mecillinam,puromycin,BWWVAEOLVKTZFQ-NTZNESFSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
mecillinam,caffeine,BWWVAEOLVKTZFQ-NTZNESFSSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
mecillinam,ciclopirox,BWWVAEOLVKTZFQ-NTZNESFSSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')"
cefsulodin,mecillinam,SYLKGLMBLAAGSC-QLVMHMETSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
cccp,mecillinam,UGTJLJZQQFGTJD-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
oxacillin,mecillinam,UWYHMGVUTGAWSP-JKIFEVAISA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
mecillinam,curcumin,BWWVAEOLVKTZFQ-NTZNESFSSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
benzalkonium,mecillinam,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,mecillinam,WIIZWVCIJKGZOK-RKDXNWHRSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
mecillinam,egcg,BWWVAEOLVKTZFQ-NTZNESFSSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
polymyxin b,mecillinam,WQVJHHACXVLGBL-BPJDFBQWSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
mecillinam,aztreonam,BWWVAEOLVKTZFQ-NTZNESFSSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
mecillinam,metformin,BWWVAEOLVKTZFQ-NTZNESFSSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
mecillinam,berberine,BWWVAEOLVKTZFQ-NTZNESFSSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
