drug,inchikey,level,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
tylosin,WBPYTXDJUQJLPQ-VMXQISHHSA-N,D3,-0.084354706,0.075697757,-0.090702176,0.111256205,-0.11797411,0.006053286,-0.115732446,0.046306945,-0.115557812,-0.090765134,0.120170303,0.073197156,0.105296694,-0.045255575,-0.08344157,-0.122090951,-0.091380902,-0.108925857,0.094783559,-0.054112744,0.033186175,0.117683388,-0.122290768,0.065345131,0.079863816,-0.111145809,-0.038424641,-0.024163269,-0.121611305,0.010556743,0.120282128,-0.045539755,0.075286217,0.052405324,-0.116907522,-0.072540909,-0.087635979,0.12219587,0.018858373,-0.125096634,-0.057708766,-0.117857382,0.116949044,-0.04220479,-0.050079949,-0.043204043,-0.104890063,0.009659433,0.080547146,-0.083931372,0.029383797,0.018851703,0.092218958,0.121513449,-0.054533113,-0.075218037,0.120944738,0.106755503,0.124478698,0.110413745,-0.022648253,-0.100997269,-0.114016242,0.123307906,-0.091940187,0.027330874,0.104750507,-0.107433394,0.091376051,0.067759685,0.027216509,-0.120290101,0.071152046,0.054339498,-0.111142263,0.062924735,-0.12210843,-0.086754359,0.017031871,-0.062299814,0.117943741,-0.095416799,-0.090632215,0.117848322,0.117846414,-0.125096098,0.063223265,-8.48e-06,-0.045490809,-0.094676577,-0.009092106,0.095067494,-0.05084477,-0.117870487,-0.051397864,-0.007949375,-0.009269578,0.067114964,0.060611632,-0.046126168,0.056807622,0.106089287,0.082514584,0.089041904,-0.117261454,0.093961447,0.121113703,-0.034270622,-0.11633902,0.079511084,-0.069483019,-0.111572839,-0.086767904,0.115333229,-0.117892995,-0.052124292,-0.065676413,-0.118376598,0.122910917,0.069963254,-0.111883417,-0.09056025,-0.114182517,-0.118304662,0.037747584,-0.116525896,0.034389485,-0.071164608
tylvalosin,KCJJINQANFZSAM-HZDSEHBESA-N,D3,-0.105441846,0.002165846,-0.058728218,-0.086796895,-0.10932634,-0.076356716,0.064886846,0.007015445,-0.085433237,-0.105261639,0.10945946,0.108592838,0.108060382,-0.106041931,-0.039331414,-0.109369978,-0.062165655,-0.100833222,0.107271455,-0.104195043,0.094502866,0.109569401,-0.109651707,0.104961485,0.074043222,-0.109603047,-0.099015005,-0.088148318,-0.109182455,-0.004006043,0.109292753,-0.108854815,0.079685353,0.005946748,-0.109284788,-0.109446742,-0.05582891,0.106783643,-0.030757036,-0.109725907,0.024979213,-0.108985327,0.109296285,-0.091893785,-0.087179631,0.026238516,-0.104248054,0.064305052,0.1026401,-0.022571824,0.090066105,0.044515446,0.091360807,0.109711997,0.101047575,-0.097348854,0.108023867,0.037740394,0.109719649,0.109289072,-0.085779242,-0.09081234,-0.102128051,0.104543008,-0.081503779,0.107694298,0.107202023,-0.089492179,0.107372969,0.029014444,0.057350252,-0.109717667,0.099530809,0.04661658,-0.106395081,-0.023461724,-0.108463846,-0.021541815,0.051074523,-0.055907454,0.109479696,0.051331125,-0.026948757,0.107436992,0.09761101,-0.109756067,0.102345049,-0.041839164,0.081784323,0.033018798,-0.088126786,-0.035273392,0.079462975,-0.105740622,-0.018212331,-0.103951678,0.108781792,0.096711017,0.021316234,-0.047189325,0.081780598,0.091210656,0.085752875,0.109096833,-0.108725972,0.095291167,0.109595001,-0.02732916,-0.103495248,0.103710063,-0.102968194,-0.046902746,-0.071249932,0.106920503,-0.109449342,-0.10424874,-0.072000489,-0.10693714,0.109187536,0.04213379,-0.108421817,-0.094971441,-0.109304175,-0.100629345,-0.010659134,-0.109452076,-0.100798458,-0.050526336
valnemulin,LLYYNOVSVPBRGV-MVNKZKPCSA-N,D3,-0.124487244,-0.056251302,0.015120767,-0.125167146,0.071545601,0.108840428,-0.081114411,0.066084728,-0.126949668,-0.098792635,-0.00076084,0.078981183,0.099679992,-0.008607223,-0.010117413,-0.120197274,-0.080310568,0.001620643,-0.05635567,0.049802978,-0.127214551,0.088127255,-0.125349179,0.107504077,0.118906885,0.033265676,-0.036031343,0.092388012,0.009423813,0.124789774,0.119978279,-0.033704765,0.109191537,0.119762175,0.11255651,-0.002213591,0.004216823,0.044898573,0.048114404,0.080694243,0.022129383,-0.105770752,0.114373893,0.124740623,-0.031669896,-0.021726865,-0.059632491,-0.003869348,0.102083586,0.079799093,-0.121739373,-0.097598977,0.12620841,0.056546066,0.048915982,-0.121677078,0.080307409,0.101927124,0.119698696,0.11044798,0.01596936,-0.011911003,-0.091446541,0.006518477,-0.124201402,-0.115435138,0.127138615,0.011243767,0.062306065,-0.095162749,0.067954041,-0.120754592,0.024807271,0.078855164,0.094915845,-0.035625432,-0.073851436,-0.008977183,0.126350507,-0.127946958,-0.105960704,-0.073189013,-0.063195296,0.097577356,-0.081113093,-0.126615658,-0.077225924,0.083250187,0.122198105,0.010697067,-0.070191249,-0.075142458,0.116915442,-0.126010343,-0.060083963,-0.089861542,0.100726232,0.018713346,0.110366724,0.076298565,-0.026400575,0.066296138,0.113620102,0.120816834,0.064055406,0.126851305,0.12682265,-0.089230232,0.092778295,0.120178118,0.08848007,-0.070293896,0.118128166,0.037140176,-0.11731147,-0.073837094,-0.116767913,-0.09440019,-0.014879865,0.11693833,0.081805795,0.038489323,0.122741118,0.107392199,-0.021056773,0.100541554,0.016341789,0.118785478
vancomycin,MYPYJXKWCTUITO-LYRMYLQWSA-N,D3,-0.098835796,0.098574735,-0.098524041,0.098763287,-0.098835923,0.097918056,-0.098836131,0.098836131,-0.098305404,0.093451157,-0.098526299,-0.093799233,-0.097845346,0.006050796,-0.098530233,-0.019149601,-0.098836131,0.088308014,0.075028241,0.081807442,-0.081397399,0.058392148,0.000504254,0.057414398,0.098829165,0.017078852,0.08551608,0.052458782,-0.009958568,-0.098311648,0.098400123,0.098835848,-0.08701583,-0.098790467,-0.080772974,0.094260588,0.098820776,-0.098799773,-0.095392659,-0.098739773,-0.098795354,0.088654406,0.058889456,0.046307158,0.09878853,0.098745845,0.090739995,-0.098828144,-0.097473241,-0.098008625,0.098834909,-0.098675445,-0.058011908,0.08944495,-0.057089236,-0.098796852,0.09852948,0.098835878,0.092953302,0.074878387,0.055245586,-0.098836131,-0.092593774,0.095186047,0.098835394,-0.09012609,0.022712512,-0.093179971,-0.09856569,0.098832488,-0.098823287,-0.097707421,0.098539524,0.098804824,0.097272992,0.098823354,-0.098782904,-0.097860925,-0.089286752,-0.09339384,0.098833896,-0.098673992,-0.09883526,0.097848795,0.098657221,-0.098273076,-0.098836049,-0.095565476,0.037841711,-0.08022093,0.088721812,-0.01008248,0.047657158,-0.098451331,-0.065455638,0.097891442,-0.098587126,0.088801719,-0.090484127,-0.098541044,-0.097521342,0.093754515,-0.094913416,-0.015397105,-0.098820738,-0.079756901,-0.098783799,0.098830268,0.096607871,-0.090300933,-0.098835766,-0.0988352,0.09883593,-0.030108055,-0.03987902,0.075549729,-0.098572068,0.052826919,0.098298043,-0.072580591,0.093621127,-0.098836057,-0.098731339,-0.09878476,-0.080105446,-0.097427256,0.09880311,-0.098500736
vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,D3,0.109428272,0.101191714,0.107948326,0.091918826,-0.038209118,0.109397523,-0.058194924,-0.063892618,-0.109691471,-0.05669193,0.072109044,0.049273256,0.109527022,0.05344604,-0.086510733,0.065671638,0.046116736,-0.09780471,-0.048491303,-0.098656259,0.100654237,-0.10598354,-0.108162493,0.106469058,0.062289283,-0.109686911,0.074747048,0.066904038,-0.109309085,0.045277055,0.108882159,-0.015566091,0.106639624,-0.108101539,-0.10898307,-0.100203201,-0.073422201,0.1079816,0.105633818,0.085346676,0.10927777,0.109257609,0.10969305,-0.104024559,0.097187951,-0.001733137,0.101059534,-0.01158737,0.098955855,0.10966292,-0.049002983,-0.095235698,0.109135374,-0.102725931,-0.106062263,-0.106471583,-0.064069226,-0.001802087,0.068288118,-0.036077898,-0.102869436,-0.101666033,0.037334934,-0.045416657,0.104511969,0.038186874,0.093410559,0.088788047,-0.105594173,0.108601958,-0.0398461,-0.08186841,0.105584398,-0.065624006,-0.109648138,0.104366772,-0.108655356,0.101742201,-0.022961106,0.032610487,0.099115528,-0.106961079,-0.108009644,-0.061028555,-0.092044003,-0.109186113,0.032073118,-0.038312316,0.098147906,-0.025440978,0.082043812,0.109562613,-0.098072678,0.000701022,0.100907363,-0.090040617,0.085310571,-0.089401104,-0.008805622,-0.10942018,0.076352529,-0.108654328,-0.104854494,-0.048541319,-0.048567496,0.086190455,0.024504513,-0.109651297,-0.109540872,0.079625688,-0.108406514,-0.109422609,-0.109667331,-0.098205075,0.015280946,0.108578466,-0.055774949,-0.109648183,0.109646484,0.102543719,-0.109532081,-0.107960559,-0.050287027,0.109400667,-0.10830044,-0.027407618,-0.10783828,0.109614924
viomycin,GXFAIFRPOKBQRV-GHXCTMGLSA-N,D3,0.093775295,0.023943234,-0.103659667,0.098258436,-0.004581157,0.102689482,-0.10332635,-0.096449465,0.09695746,0.103492469,0.102220558,-0.009170678,-0.079042554,0.103573494,-0.10353896,0.103659526,-0.100819983,0.035174489,-0.037280768,0.10363888,0.098448932,-0.103346087,0.03756386,0.103449479,0.092769876,0.103617132,0.0805678,-0.088688798,-0.101915494,-0.070107155,-0.103658877,-0.05958946,0.098091207,-0.102351964,-0.102886029,0.100172535,0.094360739,-0.103545114,-0.046697676,0.080398493,0.081101336,0.09369646,-0.098557644,-0.103562571,-0.103641197,0.103652291,0.039501052,-0.102753446,-0.103656866,-0.092245959,0.103570737,0.102201372,-0.103546284,-0.103654124,0.003538634,0.006372051,-0.103489481,0.017352954,-0.049055006,0.102821611,0.102678716,-0.069286957,0.093424268,0.062911905,-0.032434497,-0.103661224,0.10166277,-0.065011524,-0.103507482,0.103658564,0.102187693,-0.1030742,0.101831973,-0.09348394,0.080179527,0.097262636,0.031362277,-0.103610799,-0.103661269,0.103611961,0.103647955,0.059200417,-0.10196837,0.081131853,0.082257889,0.103450157,-0.103167318,0.096161604,-0.03991982,-0.081443436,-0.026564611,-0.04872461,0.101845473,-0.020503908,0.062995657,0.103633888,-0.098523036,-0.103646003,0.017480355,-0.103305005,-0.101548798,-0.101665691,0.022577627,-0.103624865,0.103557989,-0.102678075,-0.103494048,0.103604101,0.029207798,0.096667908,0.091704182,-0.103592873,0.103624903,0.055717483,-0.103619456,0.095065504,-0.075231358,0.102856979,0.103502162,-0.103658795,-0.080165438,0.000318092,-0.075920373,-0.100640982,0.004930792,-0.079154022,0.102203839,-0.103517734
virginiamycin m1,DAIKHDNSXMZDCU-FQTGFAPKSA-N,D3,-0.076914623,-0.120683953,-0.123211764,-0.042412367,-0.042113509,0.026108677,0.06462013,-0.12499582,-0.115577921,-0.127648115,0.103966132,0.098953068,0.035852071,0.062782541,-0.11852669,-0.074450031,-0.106582232,-0.004594794,-0.120810568,0.062819429,-0.121179059,0.131387174,-0.016607679,0.13113147,-0.068571053,-0.123866707,-0.111646436,-0.076321498,-0.043052614,0.121800661,0.093919337,-0.013308358,0.113019399,0.120698489,0.007756343,0.099849641,0.039682262,-0.064553238,0.032449402,-0.115490846,-0.00049056,-0.106968127,0.126896083,-0.084890887,-0.074488334,0.116939478,-0.118403822,0.09168534,-0.039477382,-0.059635211,0.00072512,-0.131435528,0.057840474,0.11650642,0.122198693,0.026363604,0.025057022,0.024969345,0.108915709,0.124187753,0.025231734,-0.114896968,-0.006042197,0.076886661,-0.074338369,-0.03842622,0.120742023,-0.093754031,0.080027759,-0.00660289,0.102826573,-0.129861102,0.125491798,0.039689835,-0.059745312,-0.07639832,0.030518457,-0.062939771,0.019315559,-0.130843908,-0.077640496,0.072278589,-0.076879226,0.129690677,-0.116321623,-0.122708596,-0.104184322,0.045449268,0.131490111,0.034131069,-0.099820703,0.08367388,0.028949065,-0.014792137,0.123970933,0.024206229,0.131691277,-0.1270587,-0.01042958,0.020453598,-0.08734604,-0.002244856,0.031905431,-0.025832875,-0.083060548,0.099097624,0.091253221,-0.106642649,0.03269849,0.110555261,-0.060030911,-0.099597104,0.088611066,0.108452082,-0.130242378,-0.129112273,-0.081657559,0.106880397,-0.121198818,-0.073587485,0.045742918,0.052220508,-0.129152611,-0.053117786,0.069439188,-0.118499435,0.026943183,-0.038346652
alfacalcidol,OFHCOWSQAMBJIW-AVJTYSNKSA-N,D3,-0.105243407,-0.087793283,0.097416028,-0.076676987,-0.105031416,-0.098572627,0.097942717,0.104189016,-0.033715118,-0.105189778,0.010616247,0.105248719,0.072171599,-0.103221141,0.019605847,-0.017438618,-0.105215043,-0.024111604,-0.099888474,-0.104182772,-0.105210915,0.105209053,-0.105244152,0.105249755,-0.105209447,-0.105207324,0.105221197,-0.043539576,0.105209477,0.092100188,0.091540493,0.034467991,0.079454757,0.087112725,-0.103084497,0.037105333,0.004775845,0.088489354,-0.064342961,-0.059066437,0.105227791,-0.1047699,-0.065769769,0.097950324,-0.1009949,0.1052325,-0.10140007,-0.105232745,0.104929864,-0.011534365,0.087220751,0.034184899,0.095352076,0.105220295,0.104981907,-0.090043053,0.082639776,0.076740019,0.076871812,-0.100735068,0.104802631,-0.105248787,-0.044365603,-0.098005109,0.099104449,0.041816588,-0.099553972,-0.093885653,0.104611166,0.101154119,-0.105229817,-0.105084874,0.105240598,-0.098287769,0.075974427,-0.104647204,-0.105003797,0.096609324,0.105106041,-0.105248347,-0.093214609,-0.069174059,0.096387684,-0.023083273,-0.101136155,-0.105244204,0.093226656,0.059442218,0.105249926,0.104126357,-0.069356963,-0.074353442,-0.089424215,0.091303058,0.105220094,-0.103943184,0.105238803,0.02651366,-0.105232157,-0.078769326,-0.049149614,-0.05089521,-0.101493523,0.037636623,-0.061016664,0.10524983,-0.091944449,-0.105211049,0.105164379,0.070011817,0.023163514,0.103405952,0.105067275,0.055071741,-0.1052467,-0.105249852,0.104268603,0.095827825,-0.048888635,0.028229509,0.104198225,-0.060685109,0.02124987,0.025570244,-0.093796432,-0.09345416,-0.101440519,-0.10510195
benzbromarone,WHQCHUCQKNIQEC-UHFFFAOYSA-N,D3,-0.092102788,-0.089266449,0.092700899,-0.092700899,0.073096216,0.092700899,-0.092700899,-0.092678353,0.05577838,0.092077903,0.092643239,0.092240207,-0.090202257,0.092588857,-0.092668429,0.092700899,-0.092566736,-0.09270072,0.089211829,0.092665516,-0.092700899,-0.092338599,-0.092700899,0.092700899,-0.092667125,-0.092309363,0.092700899,-0.092671998,0.03255726,0.092700742,-0.064001732,-0.077526107,-0.092699535,0.089163072,-0.092451826,-0.053562775,0.092700899,0.092402175,-0.092616126,0.092700802,-0.016660891,0.080962993,0.063821815,-0.092671946,-0.092668034,0.092700899,-0.092700899,-0.092505902,0.092698105,0.092700705,-0.006996054,0.092700593,0.092639387,-0.092215642,-0.092680298,-0.092700899,-0.092700899,0.089652501,0.006931128,-0.082646951,0.092700899,-0.092480659,0.092665315,0.092700899,-0.091597691,-0.092700899,0.092700899,0.092666291,0.092695519,0.092700899,0.062656708,-0.092700899,0.092668623,-0.091184415,-0.092515722,-0.092700899,-0.092490032,0.092700899,-0.092700899,-0.092671648,0.092689954,0.092700899,0.088012107,0.089133687,-0.09270072,-0.092700899,0.092700899,0.092700511,0.092700899,0.092700899,-0.083337247,-0.092700899,0.092700899,-0.085257225,-0.090904966,0.047051433,0.092700861,-0.092563756,-0.092699416,0.092700675,-0.08534687,0.086703226,-0.092665367,0.09258233,0.091700964,0.089401551,-0.040547501,-0.091881417,-0.092700414,0.092700899,0.091621973,-0.092581578,0.092700846,0.091388047,-0.092700899,0.08002951,-0.092612632,-0.090304226,0.091692403,-0.092390805,0.092700899,0.089256071,0.082691334,0.092689425,0.092700899,-0.089960009,-0.092685483,-0.090465479
celecoxib,RZEKVGVHFLEQIL-UHFFFAOYSA-N,D3,-0.094230764,-0.027285889,0.095261641,0.05911402,0.098436572,0.095795318,-0.098543413,0.085281253,0.097615123,-0.098549128,0.098549113,0.086123854,-0.098545149,-0.011298699,0.090363793,0.098547213,0.098516941,-0.098547243,0.079432592,-0.088183902,-0.056699939,0.09850733,-0.098500118,0.098468669,-0.098548904,-0.098548144,-0.08109504,-0.098547898,-0.098123759,-0.023159247,-0.09854757,0.085400403,0.098422721,0.095056415,0.004070699,-0.098541334,-0.090066895,-0.096599251,0.094759516,-0.065639861,0.098535039,-0.086898513,-0.095916674,-0.098548122,-0.098549128,0.098547764,-0.098549023,-0.093317389,0.098548919,0.097430594,0.098522142,-0.098532245,0.095921971,0.098549128,0.098548584,0.048608903,0.031644225,0.075066574,0.095895439,-0.083911926,0.098548993,0.022855138,0.098548114,0.098549083,-0.098548166,0.098548725,0.098549128,0.098549105,-0.098548889,0.098549128,0.051530194,-0.098547339,0.052144181,-0.098412879,0.098537147,-0.098549128,-0.058774203,-0.098397143,-0.098549023,-0.053173482,0.098548278,0.09801542,-0.098466896,-0.006639681,-0.090375826,-0.09822651,0.098354302,-0.015865862,0.043080032,0.098547228,-0.098548278,-0.098362677,0.023914035,0.098519184,-0.092814066,0.094053119,0.09816806,-0.045379408,-0.098549008,0.090101741,0.098543815,-0.098548904,0.097293764,0.098549083,-0.092702746,-0.098458521,0.091866791,-0.072243825,-0.090313829,0.0675532,0.098548673,0.077568755,-0.098468207,0.096438631,-0.098549128,-0.000856559,-0.098549128,0.097990073,-0.098525904,-0.098451033,-0.097617626,-0.062165432,-0.09854646,0.096432082,0.098545924,-0.035368621,-0.098542184,-0.034329727
chlorpromazine,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,D3,-0.089551829,0.089551829,-0.089550801,-0.089475691,0.089551829,-0.089551829,0.089551829,-0.089551531,0.089551829,0.089551829,-0.089551829,-0.089551829,0.089551829,-0.089551829,0.089551829,0.089551829,0.089551829,-0.089551829,0.089551829,-0.089551829,0.089551829,-0.089551829,-0.089551829,-0.08684729,0.089551829,0.089551829,-0.089549281,-0.089551829,-0.089551829,-0.089323059,-0.089551829,-0.089551829,-0.089551672,-0.089551829,-0.089299463,-0.089551829,-0.089551829,-0.089551829,-0.089551829,-0.089551516,-0.089551829,0.089551829,-0.089545906,-0.089551829,-0.089551829,-0.089551829,0.012531176,0.089551829,-0.089551829,-0.088248014,0.089551829,0.089551829,-0.089551829,-0.089551829,-0.089551829,-0.087190285,0.089551829,-0.089550912,0.089551829,-0.083552718,-0.050906166,0.089551829,-0.089551829,0.089551829,-0.089551829,-0.089551792,0.006807653,0.089551829,0.078135937,-0.08937981,0.089551829,-0.089551829,-0.089551829,0.089551829,-0.089551829,0.089551829,0.089551829,-0.085964553,-0.089551829,0.089551829,0.089551829,0.089531951,0.089551829,0.089551829,-0.088283613,-0.089551628,0.089551829,0.089551829,-0.089551829,-0.089551389,-0.089551829,-0.089551829,0.089551829,-0.089551829,0.089551829,0.089551829,-0.089551829,0.089551829,0.089551464,0.089551829,-0.089551829,0.089551829,0.089551583,0.089551829,-0.089551829,-0.089551829,0.089551829,0.089551829,-0.089551829,0.089551829,-0.089551829,-0.089551829,0.089546807,0.089551829,-0.089551829,-0.089550078,0.089551829,-0.089551829,0.089551829,-0.089551829,-0.089551829,0.089551829,-0.089551829,-0.089551829,-0.088628627,0.089551829,0.089551829,0.089551829
clomiphene,GKIRPKYJQBWNGO-UHFFFAOYSA-N,D3,-0.096286088,0.09738753,-0.094611309,-0.097397096,0.0970373,-0.097403243,0.097257733,-0.097368807,0.097405605,0.097405605,-0.097378179,-0.096730001,-0.088540286,0.087818779,0.096047096,0.097387515,0.081929013,-0.096301898,0.097112082,-0.09326534,0.097360522,0.096035048,0.019696524,-0.097403809,-0.095897011,0.097405605,0.080230564,-0.097405247,0.097405098,0.02291978,-0.097402804,-0.077294469,-0.097394735,-0.097404487,-0.097379364,0.085125625,0.086845547,-0.045344945,-0.092210859,-0.080160677,-0.097370751,-0.090340927,-0.097364813,-0.085444532,0.06793417,-0.096709654,0.033155061,-0.044403788,-0.096994266,-0.097403936,0.095950603,0.011368783,-0.097405389,-0.096757419,-0.091129512,-0.07741081,-0.087321818,-0.097401425,-0.049228147,-0.097401462,-0.084891312,0.097220048,0.055957898,0.097303003,-0.097385541,-0.097404145,-0.097405516,-0.086076811,0.097405583,-0.097405605,0.096219264,0.097287126,-0.097405486,0.097315781,-0.090295017,0.096902706,0.097389139,-0.097405486,-0.09685234,0.097403854,0.061564248,0.097403392,0.0974053,0.094236717,0.097405575,0.097405605,0.097403236,-0.097405277,0.09209691,-0.095359825,0.095258266,0.093746439,0.007162789,0.024079978,-0.097400539,-0.037980258,-0.097405605,-0.097390451,-0.09737847,0.097405605,0.095884278,0.097405605,-0.090957738,0.058217466,-0.096692398,-0.091991112,0.097404718,0.07276693,-0.04939539,0.041164186,-0.039576661,0.096827075,0.059350044,0.097405508,0.097402446,-0.097057581,0.096921414,0.095880941,0.089834101,0.051729593,-0.003541473,0.068162046,-0.091904953,-0.078018457,-0.096921965,-0.097403385,0.097405411,0.09740556
cotrimoxazole,WZRJTRPJURQBRM-UHFFFAOYSA-N,D3,0.101096556,0.109649494,-0.09981145,0.112224534,0.016096346,0.108381562,-0.114125893,0.07460849,-0.112911016,-0.097546905,0.114800066,0.037225008,0.053818643,0.115129516,-0.105257183,0.108541921,-0.000580651,0.086926155,0.115228914,0.075088196,-0.086955562,-0.047835745,-0.110471807,0.116448641,0.102379099,-0.116007611,0.113509089,-0.111619614,-0.116296105,0.092020459,-0.103147663,0.084107727,0.057138421,0.053930126,-0.114697576,-0.015765673,-0.029589996,0.116010353,0.095295385,-0.070094019,0.045908675,0.061411038,0.112748913,-0.018824022,-0.082367815,0.111230254,-0.026636213,-0.116169915,0.06690716,0.092342019,-0.024310445,-0.06585905,-0.061770625,0.11124219,-0.009508472,-0.071393587,0.086810239,0.105002537,0.069421776,-0.082506374,0.113299288,0.006265739,-0.050249413,0.082113959,-0.116217166,-0.066337436,0.115672506,-0.063328527,-0.116605707,0.11660935,0.021240702,-0.115554824,-0.101314977,-0.103462055,-0.051333461,0.042348042,-0.11599838,-0.115878209,-0.074097134,-0.009541262,0.114663318,-0.048131645,-0.11653056,-0.036792804,0.107804134,-0.102545165,-0.083882742,-0.007543081,-0.097086161,-0.094737753,0.095271692,0.072865359,-0.083611377,-0.083890311,-0.11251688,-0.041228447,-0.108551197,-0.074743293,-0.107975207,-0.112694591,-0.031985443,-0.105119832,0.066761255,-0.075491287,0.083582513,0.102837376,0.045678567,-0.115740195,-0.114118665,-0.006170484,0.069120675,-0.102241591,-0.11305324,-0.029098799,-0.088511199,0.111080542,-0.111660577,-0.108392403,0.11086867,0.037574951,-0.104599759,0.052777771,-0.025050528,0.106432937,0.085053422,-0.077686138,0.044487868,0.113686398
diacerein,TYNLGDBUJLVSMA-UHFFFAOYSA-N,D3,-0.093847603,-0.093847342,0.093826875,-0.093841642,-0.086716264,0.093411192,-0.093813553,0.09382382,0.091687791,-0.093819089,0.09382306,-0.050576214,0.008009765,0.081547558,-0.093822055,0.0930136,-0.093313061,-0.093618222,0.093847476,-0.093847603,0.093834966,0.093847297,-0.093846425,0.093846783,-0.093847394,-0.093847603,0.093846872,0.057040591,-0.092955604,0.043173004,-0.093295507,0.093833715,-0.093847603,0.078299768,-0.093846381,-0.092395507,-0.093748033,0.093790673,-0.092461988,-0.092797227,-0.00762699,-0.093413167,0.071685947,-0.093847044,0.084641978,0.067073107,-0.093847603,-0.093702994,0.093847349,-0.093833007,0.093847498,0.093729466,0.093847543,0.093847521,0.091276295,-0.093847603,0.048460528,0.074048549,0.093772419,0.093797348,-0.070738032,-0.093844742,-0.093722045,-0.093847319,0.093790755,0.093820125,-0.093425602,-0.093838125,-0.015340382,0.093847603,-0.093422413,-0.093830392,0.092185065,-0.09384647,0.093824722,-0.093847543,-0.093847603,0.050301075,0.082968406,-0.093846932,0.093801133,0.093843497,0.093847319,0.09357968,-0.010331233,-0.093844227,-0.093788467,0.093799151,0.084052354,0.091824658,-0.093846582,-0.093847498,-0.09334527,0.093847543,0.093818009,-0.093847603,0.089856744,0.093846463,-0.083496206,-0.093762077,-0.093845956,-0.074087381,0.093393482,0.093842745,-0.093690634,-0.048692815,-0.093246378,0.035350539,0.093469091,-0.093842223,-0.093130469,-0.093829744,-0.043757506,-0.093847185,0.085982062,-0.093847603,0.09236376,0.093585536,0.092717156,-0.093449444,0.09367308,0.091776781,0.086648352,0.093846977,0.093728997,-0.093847603,0.093742803,-0.093847603
diflunisal,HUPFGZXOMWLGNK-UHFFFAOYSA-N,D3,-0.098210186,0.096017718,0.09787403,-0.098321617,-0.093498416,0.098322369,-0.098320588,0.092261925,0.07482902,0.090370141,-0.032815475,0.098224647,0.097478233,0.097504809,-0.079771668,0.096581474,-0.09830714,0.023903484,0.092484325,0.084420897,-0.098322481,-0.082320899,-0.09831956,0.098322429,-0.097467683,-0.098295435,0.098322526,-0.097184129,0.090711325,0.098179065,0.090054385,-0.097518936,0.067174226,-0.078968525,-0.064436078,-0.097853221,0.098298557,-0.098291777,-0.096180499,-0.087694228,0.096928574,0.097038411,-0.017864848,-0.016599702,-0.071974047,0.098304138,-0.097492032,-0.098298728,0.086864591,0.098319203,0.094186775,0.00544503,0.085981466,-0.045932855,-0.073689289,-0.098317087,-0.033600844,0.098322526,0.098315299,-0.097837925,0.098322526,-0.098322526,-0.08005058,0.09796311,0.092584856,-0.098321997,0.098322473,0.096492201,-0.079185814,0.098322332,-0.096941262,-0.098322295,0.098266743,-0.097988322,0.092938855,-0.098316193,-0.09286768,0.096472651,-0.067394815,-0.098276243,0.098318532,0.098097667,-0.095517687,-0.016943678,-0.097860917,-0.098320931,0.097991437,-0.025870221,0.097905397,0.098321922,-0.097007185,0.017165795,0.098179556,-0.092733227,-0.080693461,-0.09263327,0.096134268,-0.067608863,-0.055024292,-0.018153697,-0.097402029,0.093741983,-0.098278344,0.098311745,-0.098059267,0.083931118,-0.094843119,-0.098267421,-0.085577391,0.098237678,-0.071614526,-0.092373691,0.098317981,0.048007034,-0.098322459,0.016599616,-0.032481514,-0.096478835,0.097981423,-0.09816967,0.098307215,0.088946283,-0.097752914,0.02693608,0.097077176,-0.0981258,-0.098184913,-0.095972769
